State,MONTH,YEAR,MAX(cse6242.AK_1.DailyAverageDryBulbTemperature),MAX(cse6242.AK_1.DailyAverageWetBulbTemperature),MAX(cse6242.AK_1.DailyAverageRelativeHumidity),MAX(cse6242.AK_1.DailyAverageWindSpeed),MAX(cse6242.AK_1.DailyCollingDegreeDays),MAX(cse6242.AK_1.DailyDepartureFromNormalAverageTemperature),MAX(cse6242.AK_1.DailyHeatingDegreeDays),MAX(cse6242.AK_1.DailyPrecipitation),MAX(cse6242.AK_1.DailySnowfall),MAX(cse6242.AK_1.MonthlyMeanTemperature),MAX(cse6242.AK_1.NormalsCoolingDegreeDay),MAX(cse6242.AK_1.NormalsHeatingDegreeDay)
RI,10,2012,68,63.0,96.0,24.1,,,,,,,,
RI,11,2012,57,55.0,87.0,23.3,,,,,,,,
RI,12,2012,53,53.0,95.0,16.7,,,,,,,,
RI,1,2013,51,9.0,96.0,23,,,,,,,,
RI,2,2013,41,41.0,94.0,19.5,,,,,,,,
RI,3,2013,49,48.0,91.0,23.2,,,,,,,,
RI,4,2013,62,59.0,87.0,16.6,,,,,,,,
RI,5,2013,79,69.0,91.0,12.6,,,,,,,,
RI,6,2013,82,72.0,93.0,13,,,,,,,,
RI,7,2013,88,77.0,91.0,12.9,,,,,,,,
RI,8,2013,78,72.0,91.0,11.2,,,,,,,,
RI,9,2013,80,73.0,95.0,10.3,,,,,,,,
RI,10,2013,69,,,11.5,,,,,,,,
RI,11,2013,65,60.0,92.0,19,,,,,,,,
RI,12,2013,57,55.0,97.0,12,,,,,,,,
RI,1,2014,49,9.0,95.0,19.1,,,,,,,,
RI,2,2014,44,40.0,95.0,15.7,,,,,,,,
RI,3,2014,49,43.0,92.0,23.5,,,,,,,,
RI,4,2014,65,57.0,87.0,21.5,,,,,,,,
RI,5,2014,68,62.0,91.0,16.9,,,,,,,,
RI,6,2014,76,69.0,94.0,11.6,,,,,,,,
RI,7,2014,82,73.0,93.0,13.7,,,,,,,,
RI,8,2014,77,71.0,92.0,10.9,,,,,,,,
RI,9,2014,81,74.0,91.0,11.8,,,,,,,,
RI,10,2014,72,67.0,93.0,21.1,,,,,,,,
RI,11,2014,58,56.0,94.0,22,,,,,,,,
RI,12,2014,55,48.0,96.0,20,,,,,,,,
RI,1,2015,46,8.0,93.0,23.3,,,,,,,,
RI,2,2015,33,,,21.6,,,,,,,,
RI,3,2015,49,48.0,92.0,20.7,,,,,,,,
RI,4,2015,62,53.0,94.0,14.6,,,,,,,,
RI,5,2015,74,68.0,93.0,12.9,,,,,,,,
RI,6,2015,77,70.0,91.0,14.2,,,,,,,,
RI,7,2015,84,74.0,87.0,11.5,,,,,,,,
RI,8,2015,80,74.0,90.0,10.9,,,,,,,,
RI,9,2015,83,73.0,92.0,14.4,,,,,,,,
RI,10,2015,66,60.0,89.0,18.6,,,,,,,,
RI,11,2015,67,64.0,91.0,17.7,,,,,,,,
RI,12,2015,60,61.0,96.0,14.2,,,,,,,,
RI,1,2016,50,49.0,92.0,19.7,,,,,,,,
RI,2,2016,54,48.0,95.0,20.9,,,,,,,,
RI,3,2016,63,54.0,92.0,20.4,,,,,,,,
RI,4,2016,65,58.0,87.0,17.1,,,,,,,,
RI,5,2016,77,67.0,89.0,19,,,,,,,,
RI,6,2016,76,69.0,90.0,14.3,,,,,,,,
RI,7,2016,82,73.0,86.0,12.6,,,,,,,,
RI,8,2016,85,77.0,87.0,12.8,,,,,,,,
RI,9,2016,82,72.0,93.0,21.2,,,,,,,,
RI,10,2016,70,64.0,93.0,15.3,,,,,,,,
RI,11,2016,61,55.0,92.0,17.8,,,,,,,,
RI,12,2016,52,47.0,89.0,16.8,,,,,,,,
RI,1,2017,52,51.0,93.0,21.2,,,,,,,,
RI,2,2017,58,52.0,91.0,19.3,,,,,,,,
RI,3,2017,52,52.0,92.0,20.2,,,,,,,,
RI,4,2017,72,61.0,97.0,19.4,,,,,,,,
RI,5,2017,82,69.0,98.0,15.4,,,,,,,,
RI,6,2017,84,73.0,98.0,14.3,,,,,,,,
RI,7,2017,82,75.0,96.0,15,,,,,,,,
RI,8,2017,82,74.0,94.0,11.5,,,,,,,,
RI,9,2017,76,72.0,97.0,24.4,,,,,,,,
RI,10,2017,74,72.0,99.0,17.7,,,,,,,,
RI,11,2017,66,61.0,92.0,17.8,,,,,,,,
RI,12,2017,50,9.0,98.0,18.5,,,,,,,,
RI,1,2018,55,,,22.2,,,,,,,,
RI,2,2018,53,,,15.6,,,,,,,,
RI,3,2018,52,,,28,,,,,,,,
RI,4,2018,59,,,15.7,,,,,,,,
RI,5,2018,73,,,11.6,,,,,,,,
RI,6,2018,78,,,12.1,,,,,,,,
RI,7,2018,81,,,13.9,,,,,,,,
RI,8,2018,85,,,12.7,,,,,,,,
RI,9,2018,82,,,11.9,,,,,,,,
RI,10,2018,74,,,12.7,,,,,,,,
RI,11,2018,64,,,16.8,,,,,,,,
RI,12,2018,57,,,20.3,,,,,,,,
RI,1,2019,49,,,19.1,,,,,,,,
RI,2,2019,45,,,17.8,,,,,,,,
RI,3,2019,52,,,16.5,,,,,,,,
RI,4,2019,61,,,14.9,,,,,,,,
RI,5,2019,71,,,14.1,,,,,,,,
RI,6,2019,74,,,,,,,,,,,
RI,7,2019,85,,,8.8,,,,,,,,
RI,8,2019,80,,,11.6,,,,,,,,
RI,9,2019,75,,,12.4,,,,,,,,
RI,10,2019,73,,,22.9,,,,,,,,
RI,11,2019,58,,,17.3,,,,,,,,
RI,12,2019,55,,,19.6,,,,,,,,
RI,1,2020,55,54.0,98.0,18.5,,,,,,,,
RI,2,2020,50,44.0,96.0,16.6,,,,,,,,
RI,3,2020,56,51.0,95.0,17.5,,,,,,,,
RI,4,2020,57,55.0,92.0,22.5,,,,,,,,
RI,5,2020,73,68.0,91.0,19.4,,,,,,,,
RI,6,2020,79,70.0,89.0,14.4,,,,,,,,
RI,7,2020,89,75.0,90.0,14.1,,,,,,,,
RI,8,2020,86,76.0,93.0,15,,,,,,,,
RI,9,2020,79,73.0,96.0,16.6,,,,,,,,
RI,10,2020,69,64.0,98.0,15.3,,,,,,,,
RI,11,2020,65,64.0,95.0,16.7,,,,,,,,
RI,12,2020,53,51.0,97.0,20.2,,,,,,,,
RI,1,2021,45,,,20,,,,,,,,
RI,2,2021,44,,,18.6,,,,,,,,
RI,3,2021,58,,,21,,,,,,,,
RI,4,2021,57,,,16.1,,,,,,,,
RI,5,2021,75,,,17.3,,,,,,,,
RI,6,2021,81,,,8.8,,,,,,,,
RI,7,2021,79,,,10.2,,,,,,,,
RI,8,2021,80,,,17.2,,,,,,,,
RI,9,2021,76,,,13.8,,,,,,,,
RI,10,2021,68,,,18.2,,,,,,,,
RI,11,2021,59,,,14.6,,,,,,,,
RI,12,2021,55,,,14.1,,,,,,,,
RI,1,2022,51,,,22,,,,,,,,
RI,2,2022,51,,,15.9,,,,,,,,
RI,3,2022,58,,,17.1,,,,,,,,
RI,4,2022,58,,,17,,,,,,,,
RI,5,2022,74,,,20.7,,,,,,,,
RI,6,2022,73,,,11.7,,,,,,,,
RI,7,2022,81,,,10.3,,,,,,,,
RI,8,2022,83,,,10.6,,,,,,,,
RI,9,2022,73,,,17.1,,,,,,,,
RI,10,2022,68,,,18.6,,,,,,,,
RI,11,2022,68,,,13.5,,,,,,,,
RI,12,2022,55,,,19.3,,,,,,,,
RI,1,2023,52,50.0,99.0,21.2,,,,,,,,
RI,2,2023,60,50.0,97.0,21.2,,,,,,,,
RI,3,2023,51,48.0,95.0,17.9,,,,,,,,
RI,4,2023,69,57.0,95.0,14.7,,,,,,,,
RI,5,2023,69,58.0,94.0,14.3,,,,,,,,
RI,6,2023,74,68.0,97.0,16.5,,,,,,,,
RI,7,2023,80,74.0,97.0,11.1,,,,,,,,
RI,8,2023,76,72.0,96.0,12,,,,,,,,
RI,9,2023,81,75.0,96.0,17.4,,,,,,,,
RI,10,2023,71,66.0,98.0,12.1,,,,,,,,
RI,11,2023,57,53.0,93.0,12.8,,,,,,,,
RI,12,2023,54,,,20.5,,,,,,,,
RI,1,2024,50,,,16,,,,,,,,
RI,2,2024,46,,,17.3,,,,,,,,
RI,3,2024,52,,,18.4,,,,,,,,
SC,1,2010,64,60,95,16.1,,,,,,,,
SC,2,2010,60,56,96,18.8,,,,,,,,
SC,3,2010,66,60,97,13.2,,,,,,,,
SC,4,2010,77,69,87,18.2,,,,,,,,
SC,5,2010,84,73,92,15.6,,,,,,,,
SC,6,2010,90,79,89,11.6,,,,,,,,
SC,7,2010,91,80,92,10.2,,,,,,,,
SC,8,2010,88,80,92,10.2,,,,,,,,
SC,9,2010,84,77,96,9.8,,,,,,,,
SC,10,2010,81,76,92,14.6,,,,,,,,
SC,11,2010,70,67,96,14,,,,,,,,
SC,12,2010,63,55,98,17.4,,,,,,,,
SC,1,2011,63,59,97,14.7,,,,,,,,
SC,2,2011,73,64,99,14.6,,,,,,,,
SC,3,2011,75,62,99,14.8,,,,,,,,
SC,4,2011,81,75,94,18,,,,,,,,
SC,5,2011,86,74,91,12.7,,,,,,,,
SC,6,2011,91,77,84,16.8,,,,,,,,
SC,7,2011,92,80,97,11.1,,,,,,,,
SC,8,2011,92,79,91,17,,,,,,,,
SC,9,2011,87,77,94,15.4,,,,,,,,
SC,10,2011,75,72,92,15,,,,,,,,
SC,11,2011,75,69,93,15.2,,,,,,,,
SC,12,2011,71,64,96,15.5,,,,,,,,
SC,1,2012,65,62,97,16.4,,,,,,,,
SC,2,2012,72,64,92,15.4,,,,,,,,
SC,3,2012,75,66,89,13.4,,,,,,,,
SC,4,2012,79,69,91,12.4,,,,,,,,
SC,5,2012,82,73,90,16.9,,,,,,,,
SC,6,2012,93,78,90,11.1,,,,,,,,
SC,7,2012,91,79,90,12,,,,,,,,
SC,8,2012,86,76,93,9.7,,,,,,,,
SC,9,2012,86,78,92,12.3,,,,,,,,
SC,10,2012,83,76,95,17.8,,,,,,,,
SC,11,2012,71,63,94,16.4,,,,,,,,
SC,12,2012,69,63,99,21,,,,,,,,
SC,1,2013,72,65,99,21.3,,,,,,,,
SC,2,2013,64,61,98,15.9,,,,,,,,
SC,3,2013,70,60,93,18.6,,,,,,,,
SC,4,2013,75,69,97,17.9,,,,,,,,
SC,5,2013,80,72,96,16,,,,,,,,
SC,6,2013,88,78,94,19.2,,,,,,,,
SC,7,2013,85,76,93,13.9,,,,,,,,
SC,8,2013,88,79,95,13.8,,,,,,,,
SC,9,2013,85,77,95,12.3,,,,,,,,
SC,10,2013,80,,,13.2,,,,,,,,
SC,11,2013,76,70,95,13.4,,,,,,,,
SC,12,2013,75,69,99,14.2,,,,,,,,
SC,1,2014,67,64,98,18.3,,,,,,,,
SC,2,2014,70,63,91,13.9,,,,,,,,
SC,3,2014,72,64,94,17.6,,,,,,,,
SC,4,2014,80,72,98,15.2,,,,,,,,
SC,5,2014,85,73,93,16.1,,,,,,,,
SC,6,2014,88,77,87,11.1,,,,,,,,
SC,7,2014,91,79,94,12,,,,,,,,
SC,8,2014,90,79,94,12.5,,,,,,,,
SC,9,2014,87,78,93,11.2,,,,,,,,
SC,10,2014,81,74,97,12.2,,,,,,,,
SC,11,2014,71,67,94,15.8,,,,,,,,
SC,12,2014,65,64,98,15.3,,,,,,,,
SC,1,2015,70,66,98,14.7,,,,,,,,
SC,2,2015,60,,,16.1,,,,,,,,
SC,3,2015,75,65,91,15.3,,,,,,,,
SC,4,2015,79,70,97,13,,,,,,,,
SC,5,2015,82,72,83,14.7,,,,,,,,
SC,6,2015,90,77,86,11.5,,,,,,,,
SC,7,2015,90,77,87,11.3,,,,,,,,
SC,8,2015,88,76,92,10.1,,,,,,,,
SC,9,2015,85,76,96,13.8,,,,,,,,
SC,10,2015,74,69,97,18.2,,,,,,,,
SC,11,2015,77,69,98,14.8,,,,,,,,
SC,12,2015,76,71,99,13.4,,,,,,,,
SC,1,2016,62,51,98,15.1,,,,,,,,
SC,2,2016,70,63,98,19.1,,,,,,,,
SC,3,2016,75,65,95,13,,,,,,,,
SC,4,2016,80,69,92,15.1,,,,,,,,
SC,5,2016,82,72,93,12.5,,,,,,,,
SC,6,2016,90,76,90,15.4,,,,,,,,
SC,7,2016,91,78,84,12.1,,,,,,,,
SC,8,2016,88,78,90,12,,,,,,,,
SC,9,2016,86,75,93,16.9,,,,,,,,
SC,10,2016,79,72,91,26.2,,,,,,,,
SC,11,2016,74,65,91,14.2,,,,,,,,
SC,12,2016,70,65,97,13.4,,,,,,,,
SC,1,2017,71,62,97,14.5,,,,,,,,
SC,2,2017,71,63,87,15.7,,,,,,,,
SC,3,2017,77,66,93,15.4,,,,,,,,
SC,4,2017,81,74,99,20.5,,,,,,,,
SC,5,2017,84,72,97,16.3,,,,,,,,
SC,6,2017,86,77,95,14.3,,,,,,,,
SC,7,2017,88,78,93,11.3,,,,,,,,
SC,8,2017,90,79,98,18,,,,,,,,
SC,9,2017,85,75,95,25.2,,,,,,,,
SC,10,2017,87,77,99,15.7,,,,,,,,
SC,11,2017,73,67,99,15,,,,,,,,
SC,12,2017,67,60,98,13.4,,,,,,,,
SC,1,2018,67,65,99,15.5,,,,,,,,
SC,2,2018,77,68,100,14.9,,,,,,,,
SC,3,2018,76,65,97,17.8,,,,,,,,
SC,4,2018,74,69,97,19.2,,,,,,,,
SC,5,2018,83,76,98,13.1,,,,,,,,
SC,6,2018,89,79,91,10.4,,,,,,,,
SC,7,2018,89,78,92,10.7,,,,,,,,
SC,8,2018,87,79,97,11.1,,,,,,,,
SC,9,2018,86,79,99,28.1,,,,,,,,
SC,10,2018,84,78,97,19,,,,,,,,
SC,11,2018,76,71,97,16.1,,,,,,,,
SC,12,2018,69,66,100,20.7,,,,,,,,
SC,1,2019,73,66,100,18.8,,,,,,,,
SC,2,2019,71,63,100,13.8,,,,,,,,
SC,3,2019,75,65,98,14,,,,,,,,
SC,4,2019,78,71,91,20.7,,,,,,,,
SC,5,2019,90,75,85,12.6,,,,,,,,
SC,6,2019,86,76,95,12.2,,,,,,,,
SC,7,2019,89,79,88,10.2,,,,,,,,
SC,8,2019,90,78,90,12,,,,,,,,
SC,9,2019,87,78,90,29.6,,,,,,,,
SC,10,2019,87,74,93,14.7,,,,,,,,
SC,11,2019,70,63,97,18.1,,,,,,,,
SC,12,2019,72,67,98,16.1,,,,,,,,
SC,1,2020,73,69,96,16.5,,,,,,,,
SC,2,2020,72,66,94,20.8,,,,,,,,
SC,3,2020,78,69,96,15,,,,,,,,
SC,4,2020,79,67,89,17.7,,,,,,,,
SC,5,2020,83,75,91,14.9,,,,,,,,
SC,6,2020,89,77,90,15,,,,,,,,
SC,7,2020,89,78,93,12,,,,,,,,
SC,8,2020,89,79,94,13,,,,,,,,
SC,9,2020,89,80,98,16.4,,,,,,,,
SC,10,2020,83,76,98,17.4,,,,,,,,
SC,11,2020,78,75,94,17.9,,,,,,,,
SC,12,2020,68,62,93,17.3,,,,,,,,
SC,1,2021,68,62,97,13.5,,,,,,,,
SC,2,2021,73,65,94,13.5,,,,,,,,
SC,3,2021,78,68,93,18.8,,,,,,,,
SC,4,2021,79,65,91,15,,,,,,,,
SC,5,2021,84,71,93,12.9,,,,,,,,
SC,6,2021,87,75,91,93.8,,,,,,,,
SC,7,2021,89,78,94,13.7,,,,,,,,
SC,8,2021,88,78,91,14.1,,,,,,,,
SC,9,2021,85,75,96,14.5,,,,,,,,
SC,10,2021,83,72,95,12.1,,,,,,,,
SC,11,2021,67,60,93,21.4,,,,,,,,
SC,12,2021,74,65,98,16.9,,,,,,,,
SC,1,2022,76,68,93,18.9,,,,,,,,
SC,2,2022,75,63,97,14.5,,,,,,,,
SC,3,2022,75,66,91,18.5,,,,,,,,
SC,4,2022,77,66,91,13.3,,,,,,,,
SC,5,2022,87,72,91,12.8,,,,,,,,
SC,6,2022,90,77,89,11.3,,,,,,,,
SC,7,2022,88,78,91,11.6,,,,,,,,
SC,8,2022,88,76,92,9.6,,,,,,,,
SC,9,2022,86,76,93,21.8,,,,,,,,
SC,10,2022,75,73,95,12.4,,,,,,,,
SC,11,2022,76,71,93,19.2,,,,,,,,
SC,12,2022,71,65,98,21.7,,,,,,,,
SC,1,2023,70,65,97,13.7,,,,,,,,
SC,2,2023,76,68,95,14.9,,,,,,,,
SC,3,2023,77,67,92,14.6,,,,,,,,
SC,4,2023,78,71,94,18.2,,,,,,,,
SC,5,2023,82,71,94,19.7,,,,,,,,
SC,6,2023,86,74,96,13.9,,,,,,,,
SC,7,2023,89,78,92,10.4,,,,,,,,
SC,8,2023,91,80,96,14.2,,,,,,,,
SC,9,2023,86,76,90,16.9,,,,,,,,
SC,10,2023,79,69,93,18.2,,,,,,,,
SC,11,2023,72,65,95,16.9,,,,,,,,
SC,12,2023,71,,,17.8,,,,,,,,
SC,1,2024,73,,,19.1,,,,,,,,
SC,2,2024,69,,,14.9,,,,,,,,
SC,3,2024,74,,,14.4,,,,,,,,
SD,1,2010,39,7.0,93.0,34,,,,,,,,
SD,2,2010,34,9.0,93.0,26.1,,,,,,,,
SD,3,2010,67,49.0,97.0,25.2,,,,,,,,
SD,4,2010,70,58.0,91.0,27.8,,,,,,,,
SD,5,2010,81,66.0,89.0,31,,,,,,,,
SD,6,2010,84,71.0,91.0,22.5,,,,,,,,
SD,7,2010,88,73.0,84.0,22.6,,,,,,,,
SD,8,2010,90,76.0,80.0,27.6,,,,,,,,
SD,9,2010,77,61.0,93.0,23.1,,,,,,,,
SD,10,2010,75,58.0,93.0,38.1,,,,,,,,
SD,11,2010,64,8.0,90.0,27.2,,,,,,,,
SD,12,2010,42,7.0,91.0,31.8,,,,,,,,
SD,1,2011,40,9.0,90.0,22.3,,,,,,,,
SD,2,2011,58,8.0,95.0,22.3,,,,,,,,
SD,3,2011,59,9.0,96.0,26.6,,,,,,,,
SD,4,2011,60,50.0,99.0,30.2,,,,,,,,
SD,5,2011,74,65.0,95.0,23.4,,,,,,,,
SD,6,2011,87,76.0,96.0,22.2,,,,,,,,
SD,7,2011,93,81.0,93.0,18.6,,,,,,,,
SD,8,2011,92,79.0,89.0,17.5,,,,,,,,
SD,9,2011,81,72.0,86.0,29.9,,,,,,,,
SD,10,2011,78,58.0,95.0,28.6,,,,,,,,
SD,11,2011,60,41.0,90.0,23.4,,,,,,,,
SD,12,2011,47,9.0,96.0,21.3,,,,,,,,
SD,1,2012,54,9.0,91.0,28.2,,,,,,,,
SD,2,2012,43,5.0,92.0,29.1,,,,,,,,
SD,3,2012,76,61.0,93.0,24.4,,,,,,,,
SD,4,2012,76,59.0,94.0,28.7,,,,,,,,
SD,5,2012,81,64.0,94.0,21.4,,,,,,,,
SD,6,2012,90,73.0,75.0,25.6,,,,,,,,
SD,7,2012,94,76.0,76.0,19.4,,,,,,,,
SD,8,2012,92,71.0,92.0,21.7,,,,,,,,
SD,9,2012,87,67.0,70.0,21.6,,,,,,,,
SD,10,2012,67,52.0,90.0,41.7,,,,,,,,
SD,11,2012,61,41.0,94.0,24,,,,,,,,
SD,12,2012,55,9.0,95.0,23,,,,,,,,
SD,1,2013,47,8.0,95.0,25.6,,,,,,,,
SD,2,2013,43,9.0,96.0,28.9,,,,,,,,
SD,3,2013,57,42.0,96.0,29.9,,,,,,,,
SD,4,2013,67,49.0,95.0,25.3,,,,,,,,
SD,5,2013,78,65.0,98.0,25.6,,,,,,,,
SD,6,2013,80,72.0,93.0,20.2,,,,,,,,
SD,7,2013,87,76.0,92.0,16.9,,,,,,,,
SD,8,2013,91,75.0,86.0,17.4,,,,,,,,
SD,9,2013,86,71.0,80.0,20.6,,,,,,,,
SD,10,2013,67,,,31.4,,,,,,,,
SD,11,2013,51,7.0,88.0,21.3,,,,,,,,
SD,12,2013,47,9.0,88.0,26.9,,,,,,,,
SD,1,2014,47,9.0,88.0,31.5,,,,,,,,
SD,2,2014,47,9.0,86.0,22.4,,,,,,,,
SD,3,2014,59,9.0,91.0,32.4,,,,,,,,
SD,4,2014,67,48.0,97.0,28,,,,,,,,
SD,5,2014,78,66.0,97.0,22.3,,,,,,,,
SD,6,2014,78,69.0,92.0,23.9,,,,,,,,
SD,7,2014,90,75.0,85.0,20.2,,,,,,,,
SD,8,2014,86,70.0,98.0,24.1,,,,,,,,
SD,9,2014,84,69.0,99.0,21.4,,,,,,,,
SD,10,2014,70,57.0,78.0,26.5,,,,,,,,
SD,11,2014,57,9.0,86.0,25.3,,,,,,,,
SD,12,2014,50,9.0,96.0,25.2,,,,,,,,
SD,1,2015,52,9.0,90.0,28.6,,,,,,,,
SD,2,2015,58,,,20.6,,,,,,,,
SD,3,2015,71,5.0,86.0,25.3,,,,,,,,
SD,4,2015,68,51.0,97.0,25.6,,,,,,,,
SD,5,2015,74,63.0,93.0,26.4,,,,,,,,
SD,6,2015,84,67.0,91.0,17.4,,,,,,,,
SD,7,2015,88,74.0,84.0,23.9,,,,,,,,
SD,8,2015,88,74.0,93.0,30.4,,,,,,,,
SD,9,2015,86,73.0,91.0,22.1,,,,,,,,
SD,10,2015,76,57.0,92.0,24,,,,,,,,
SD,11,2015,58,51.0,97.0,28,,,,,,,,
SD,12,2015,53,9.0,97.0,26.3,,,,,,,,
SD,1,2016,41,9.0,95.0,21.9,,,,,,,,
SD,2,2016,60,9.0,97.0,35,,,,,,,,
SD,3,2016,66,53.0,92.0,24.7,,,,,,,,
SD,4,2016,69,58.0,97.0,28.8,,,,,,,,
SD,5,2016,76,63.0,91.0,24.9,,,,,,,,
SD,6,2016,87,73.0,85.0,20.7,,,,,,,,
SD,7,2016,92,78.0,83.0,20.1,,,,,,,,
SD,8,2016,87,75.0,85.0,21.5,,,,,,,,
SD,9,2016,79,66.0,89.0,24.1,,,,,,,,
SD,10,2016,72,60.0,95.0,23.3,,,,,,,,
SD,11,2016,64,53.0,97.0,34.5,,,,,,,,
SD,12,2016,39,9.0,97.0,30.6,,,,,,,,
SD,1,2017,42,9.0,99.0,25.4,,,,,,,,
SD,2,2017,61,9.0,88.0,21.5,,,,,,,,
SD,3,2017,61,9.0,87.0,29.6,,,,,,,,
SD,4,2017,67,56.0,95.0,25.8,,,,,,,,
SD,5,2017,75,62.0,92.0,23.4,,,,,,,,
SD,6,2017,85,67.0,88.0,20.7,,,,,,,,
SD,7,2017,91,74.0,87.0,19,,,,,,,,
SD,8,2017,82,68.0,97.0,21,,,,,,,,
SD,9,2017,81,67.0,98.0,20.7,,,,,,,,
SD,10,2017,69,59.0,88.0,31.2,,,,,,,,
SD,11,2017,63,43.0,97.0,24.6,,,,,,,,
SD,12,2017,51,8.0,93.0,27.6,,,,,,,,
SD,1,2018,44,7.0,99.0,22.9,,,,,,,,
SD,2,2018,42,9.0,90.0,23.2,,,,,,,,
SD,3,2018,52,37.0,98.0,39.1,,,,,,,,
SD,4,2018,68,56.0,95.0,27.8,,,,,,,,
SD,5,2018,84,68.0,95.0,19.9,,,,,,,,
SD,6,2018,84,74.0,99.0,21.7,,,,,,,,
SD,7,2018,89,75.0,86.0,20.3,,,,,,,,
SD,8,2018,87,72.0,92.0,19.9,,,,,,,,
SD,9,2018,82,67.0,96.0,21,,,,,,,,
SD,10,2018,67,53.0,99.0,22.4,,,,,,,,
SD,11,2018,51,9.0,98.0,24.6,,,,,,,,
SD,12,2018,44,7.0,98.0,26.3,,,,,,,,
SD,1,2019,45,8.0,98.0,24.2,,,,,,,,
SD,2,2019,51,9.0,92.0,23.7,,,,,,,,
SD,3,2019,54,9.0,96.0,34.9,,,,,,,,
SD,4,2019,72,53.0,92.0,29.4,,,,,,,,
SD,5,2019,75,60.0,93.0,21.6,,,,,,,,
SD,6,2019,87,77.0,88.0,18.4,,,,,,,,
SD,7,2019,86,73.0,87.0,19.2,,,,,,,,
SD,8,2019,80,70.0,93.0,18.9,,,,,,,,
SD,9,2019,84,70.0,93.0,20.4,,,,,,,,
SD,10,2019,65,51.0,91.0,29.5,,,,,,,,
SD,11,2019,55,8.0,93.0,24.3,,,,,,,,
SD,12,2019,44,9.0,94.0,31.3,,,,,,,,
SD,1,2020,38,9.0,98.0,28.5,,,,,,,,
SD,2,2020,50,8.0,95.0,20.3,,,,,,,,
SD,3,2020,62,47.0,94.0,20.9,,,,,,,,
SD,4,2020,66,51.0,89.0,24.4,,,,,,,,
SD,5,2020,74,62.0,93.0,24.3,,,,,,,,
SD,6,2020,85,75.0,87.0,24.8,,,,,,,,
SD,7,2020,89,76.0,79.0,20.8,,,,,,,,
SD,8,2020,88,74.0,89.0,22.2,,,,,,,,
SD,9,2020,80,62.0,94.0,21.6,,,,,,,,
SD,10,2020,70,54.0,93.0,21.8,,,,,,,,
SD,11,2020,71,53.0,88.0,20.3,,,,,,,,
SD,12,2020,52,37.0,90.0,29.9,,,,,,,,
SD,1,2021,50,9.0,91.0,41.2,,,,,,,,
SD,2,2021,48,7.0,88.0,22.6,,,,,,,,
SD,3,2021,63,45.0,89.0,29.1,,,,,,,,
SD,4,2021,71,50.0,88.0,30.2,,,,,,,,
SD,5,2021,76,65.0,88.0,21,,,,,,,,
SD,6,2021,88,73.0,75.0,21.1,,,,,,,,
SD,7,2021,92,75.0,84.0,19.9,,,,,,,,
SD,8,2021,87,72.0,79.0,19.8,,,,,,,,
SD,9,2021,82,66.0,89.0,20.3,,,,,,,,
SD,10,2021,71,60.0,91.0,27.8,,,,,,,,
SD,11,2021,60,44.0,81.0,34.2,,,,,,,,
SD,12,2021,56,9.0,85.0,25.4,,,,,,,,
SD,1,2022,47,9.0,84.0,24.8,,,,,,,,
SD,2,2022,52,9.0,78.0,24.8,,,,,,,,
SD,3,2022,59,6.0,83.0,25.1,,,,,,,,
SD,4,2022,75,54.0,93.0,35.4,,,,,,,,
SD,5,2022,76,65.0,89.0,23.7,,,,,,,,
SD,6,2022,90,75.0,88.0,23.3,,,,,,,,
SD,7,2022,92,75.0,88.0,24.8,,,,,,,,
SD,8,2022,93,73.0,93.0,21.7,,,,,,,,
SD,9,2022,85,68.0,86.0,25,,,,,,,,
SD,10,2022,77,67.0,89.0,29.9,,,,,,,,
SD,11,2022,65,50.0,93.0,24.3,,,,,,,,
SD,12,2022,43,9.0,95.0,35.7,,,,,,,,
SD,1,2023,45,9.0,93.0,17.7,,,,,,,,
SD,2,2023,43,8.0,86.0,24.4,,,,,,,,
SD,3,2023,47,9.0,91.0,25.3,,,,,,,,
SD,4,2023,76,53.0,90.0,25.2,,,,,,,,
SD,5,2023,76,64.0,91.0,18.4,,,,,,,,
SD,6,2023,86,69.0,86.0,20,,,,,,,,
SD,7,2023,89,75.0,83.0,16,,,,,,,,
SD,8,2023,93,75.0,92.0,22.3,,,,,,,,
SD,9,2023,92,71.0,94.0,17.1,,,,,,,,
SD,10,2023,82,67.0,99.0,26.2,,,,,,,,
SD,11,2023,64,45.0,93.0,19.5,,,,,,,,
SD,12,2023,56,,,27.5,,,,,,,,
SD,1,2024,45,,,28.9,,,,,,,,
SD,2,2024,56,,,25.5,,,,,,,,
SD,3,2024,58,,,20,,,,,,,,
TN,1,2010,59,55,96,16,,,,,,,,
TN,2,2010,54,49,96,13.9,,,,,,,,
TN,3,2010,65,58,97,13.2,,,,,,,,
TN,4,2010,77,65,90,17.3,,,,,,,,
TN,5,2010,82,74,94,13.9,,,,,,,,
TN,6,2010,86,77,87,12.7,,,,,,,,
TN,7,2010,89,79,89,10.7,,,,,,,,
TN,8,2010,90,81,92,8.4,,,,,,,,
TN,9,2010,85,74,94,9.8,,,,,,,,
TN,10,2010,75,69,90,13.5,,,,,,,,
TN,11,2010,68,61,94,18.3,,,,,,,,
TN,12,2010,63,58,96,18.2,,,,,,,,
TN,1,2011,56,52,94,12.1,,,,,,,,
TN,2,2011,67,61,91,14.1,,,,,,,,
TN,3,2011,70,61,95,18.5,,,,,,,,
TN,4,2011,79,69,87,18.3,,,,,,,,
